L_CR_1h_10kWh,L_CR_1h_20kWh,L_CR_1h_30kWh,L_CR_1h_40kWh,L_CR_1h_50kWh,L_CR_1h_5kWh
425.27,840.65,1602.18,1918.66,2546.675,224.9975
471.36,962.36,1414.08,1905.08,2946,213.585
466.02,785.33,1268.61,2002.16,2222.225,192.0175
348.985,882.05,1369.095,1487.98,2090.075,212.8425
317.86,794.65,943.215,1202.34,2073,160.6575
337.05,611.1,831.6,1335.6,1842.75,174.825
278.4,539.4,1017.9,1171.6,1508,137.75
267.425,523.59,971.175,968.36,1548.25,122.4525
300.51,549.99,841.995,1258.74,1658.475,146.0025
304.98,717.6,1049.49,1016.6,1375.4,149.5
335.32,584.32,1025.88,1208.48,1593.6,185.92
345.92,774.56,1037.76,1804.8,1748.4,212.44
392.5,887.05,1118.625,1805.5,2198,174.6625
393.775,895.32,1181.325,1807.22,2196.85,194.815
460.41,894,1166.67,1770.12,2413.8,205.62
532.35,855.4,1651.65,1765.4,2093,220.675
466.29,913.74,1596.69,1639.08,2213.7,216.66
491.365,1148.14,1240.575,1946,2481.15,265.1425
539.35,862.96,1421.07,1969.8,2133.95,201.67
452.925,860.1,1441.125,1720.2,2218.875,194.4375
410.865,957.18,1584.765,1733.76,2618.7,232.5225
388.89,929.76,1434.87,1788,2257.35,214.56
511.56,855.54,1389.15,1764,2249.1,187.425
544.2,879.79,1605.39,2049.82,2335.525,231.285
454.94,1097.79,1394.49,2334.04,2843.375,284.3375
481.18,1119.48,1576.11,1689.04,2823.25,211.13
504.855,768.07,1242.72,1536.14,1984.9,196.3325
345.15,774.67,1311.57,1610.7,1649.05,224.3475
355.865,829.2,1223.07,1326.72,1468.375,171.0225
355.95,705.6,1134,1310.4,1874.25,146.475
281.3,545.2,1017.9,1136.8,1551.5,133.4
318.095,517.96,996.51,1328.68,1590.475,130.8975
263.655,538.65,748.44,1315.44,1474.2,133.245
301.99,538.2,950.82,1363.44,1808.95,153.985
292.16,664,1205.16,1407.68,1942.2,161.02
394.8,759.52,1116.72,1308.48,1823.6,178.6
467.075,926.3,1024.425,1899.7,2256.875,166.8125
476.675,829,1119.15,1575.1,2134.675,248.7
402.3,1081.74,1501.92,1931.04,2592.6,230.205
441.35,800.8,1638,1656.2,2593.5,268.45
461.58,866.64,1314.09,1676.76,2425.65,251.985
578.935,914.62,1751.4,2257.36,2578.45,287.035
511.21,1106.84,1210.02,2194.92,2509.15,281.4
507.825,1052.25,1303.875,1573.8,2035.875,221.8875
433.44,1074.57,1435.77,1806,2415.525,264.1275
415.71,965.52,1153.26,1805.88,2056.2,207.855
511.56,899.64,1177.47,1658.16,2160.9,233.73
458.035,970.49,1618.995,1904.7,1995.4,260.7625
514.28,949.44,1691.19,1958.22,2843.375,239.8325
510.64,1109.66,1620.3,2356.8,2823.25,289.69
435.815,785.33,1423.95,1915.86,1941.75,233.01
402.675,651.95,1346.085,1441.96,2070.9,205.1725
366.23,822.29,912.12,1202.34,2073,162.385
270.9,655.2,1115.1,1461.6,1417.5,176.4
266.8,609,1044,1322.4,1276,146.45
340.615,681.23,886.725,1024.66,1449.725,152.01
292.005,567,756.945,1043.28,1389.15,168.6825
290.03,705.64,897,1399.32,1450.15,148.005
282.2,703.84,996,1381.12,1593.6,182.6
406.08,864.8,1105.44,1323.52,2124.4,199.28
404.275,942,1036.2,1413,2237.25,204.1
397.92,737.81,1305.675,1674.58,2279.75,209.3225
473.82,983.4,1595.79,1788,2212.65,196.68
423.15,964.6,1160.25,1747.2,2593.5,234.325
494.55,819.54,1540.17,2185.44,2355,202.53
569.205,1167.6,1503.285,1673.56,2213.575,267.575
534.66,853.58,1350.72,1650.88,2180.85,222.775
498.675,1043.1,1564.65,1939.8,2379,199.0125
496.65,1020.39,1232.595,2149.14,2573.55,268.6425
531.93,1081.74,1528.74,1752.24,2190.3,243.615
515.97,855.54,1256.85,1711.08,2557.8,207.27
412.685,879.79,1523.76,1959.12,2154.125,249.425
454.94,919.77,1765.365,2037.34,2225.25,234.8875
491,1178.4,1531.92,1689.04,2823.25,220.95
517.8,863,1411.005,1829.56,2502.7,241.64
418.015,836.03,1323.075,1825.46,2013.375,207.09
304.04,746.28,1140.15,1243.8,2090.275,171.0225
359.1,693,1048.95,1461.6,1811.25,177.975
287.1,574.2,896.1,1067.2,1667.5,129.05
256.165,641.82,996.51,1339.94,1576.4,168.9
294.84,674.73,867.51,1213.38,1360.8,148.8375
346.84,645.84,870.09,1411.28,1420.25,142.025
335.32,571.04,1205.16,1487.36,1693.2,182.6
413.6,729.44,1094.16,1549.12,1767.2,172.96
404.275,855.65,1130.4,1585.7,1864.375,219.8
426.935,994.8,1218.63,1724.32,2238.3,240.41
442.53,759.9,1139.85,1573.44,2391.45,210.09
536.9,919.1,1242.15,2165.8,1933.75,270.725
536.94,1064.46,1243.44,2279.64,2402.1,261.405
471.905,1109.22,1605.45,2062.76,2359.525,233.52
553.42,1003.66,1463.28,2138.64,2814,272.02
416.325,823.5,1248.975,2049.6,2379,231.0375
424.41,930.09,1286.775,1932.42,2031.75,246.0675
397.83,804.6,1408.05,1627.08,2190.3,225.735
441,890.82,1203.93,1552.32,2359.35,211.68
421.755,780.02,1333.29,1904.7,2539.6,201.8075
558.785,969.22,1320.315,2373.6,2769.2,284.3375
486.09,1021.28,1590.84,1708.68,2160.4,228.315
379.72,837.11,1216.83,1760.52,1833.875,183.3875
406.51,805.35,1058.46,1380.6,1629.875,189.8325
342.045,767.01,912.12,1257.62,1675.675,207.3
296.1,541.8,1020.6,1197,1512,151.2
298.7,510.4,852.6,1055.6,1566,123.25
320.91,681.23,743.16,1002.14,1266.75,142.1575
292.005,646.38,850.5,963.9,1715.175,163.0125
299,711.62,1022.58,1303.64,1554.8,156.975
345.28,604.24,946.2,1195.2,1494,174.3
409.84,752,1353.6,1458.88,2124.4,201.16
408.2,785,1047.975,1381.6,2276.5,170.7375
480.82,1003.09,1168.89,1475.62,2051.775,203.105
509.58,1054.92,1542.15,1555.56,2011.5,243.615
432.25,891.8,1419.6,2002,2525.25,259.35
503.97,819.54,1271.7,2091.24,2566.95,261.405
525.42,1109.22,1722.21,2082.22,2116.275,214.06
544.04,919.24,1378.86,2251.2,2626.4,225.12
443.775,832.65,1235.25,2141.1,1944.375,217.3125
541.8,803.67,1232.595,1679.58,1918.875,223.4925
429.12,929.76,1139.85,1805.88,2480.85,241.38
441,1049.58,1349.46,1816.92,2425.5,229.32
412.685,1061.19,1183.635,1850.28,2290.175,210.8775
474.72,929.66,1305.48,2116.46,2942.275,215.1075
441.9,1021.28,1428.81,1826.52,2921.45,262.685
379.72,1018.34,1152.105,2019.42,2394.825,200.6475
368.16,874.38,1380.6,1840.8,2070.9,216.6775
404.235,601.17,1191.975,1368.18,1744.775,179.66
330.75,730.8,916.65,1461.6,1811.25,137.025
319,609,739.5,1009.2,1566,168.2
340.615,506.7,827.61,1002.14,1280.825,139.3425
294.84,493.29,978.075,1202.04,1332.45,160.1775
322.92,574.08,914.94,1351.48,1315.6,173.42
395.08,664,1105.56,1168.64,1660,152.72
338.4,752,1252.08,1519.04,1673.2,197.4
384.65,706.5,1424.775,1884,2315.75,229.6125
443.515,953.35,1156.455,1591.68,1989.6,207.25
522.99,938.7,1220.31,1948.92,1966.8,263.73
400.4,1064.7,1515.15,1729,2070.25,273
513.39,932.58,1243.44,2110.08,2519.85,242.565
530.285,865.97,1517.88,2257.36,2700.075,211.6275
469,1097.46,1407,2007.32,2626.4,274.365
544.425,924.15,1358.775,1866.6,2745,221.8875
406.35,1047.48,1462.86,1806,2663.85,230.265
536.4,1010.22,1300.77,1984.68,2078.55,268.2
493.92,890.82,1283.31,2116.8,2271.15,240.345
458.035,861.65,1156.425,1596.32,2652.975,201.8075
489.555,949.44,1305.48,2017.56,2991.725,281.865
500.82,1080.2,1487.73,1826.52,2405.9,216.04
474.65,742.18,1436.895,2019.42,2049.625,185.545
421.85,912.73,1311.57,1411.28,2205.125,205.1725
411.145,704.82,901.755,1534.02,1952.075,181.3875
283.5,749.7,1105.65,1474.2,1575,137.025
292.9,504.6,991.8,1229.6,1276,150.8
264.61,681.23,903.615,1013.4,1365.275,136.5275
257.985,640.71,978.075,1088.64,1701,131.8275
358.8,711.62,923.91,1064.44,1629.55,137.54
338.64,617.52,866.52,1527.2,2008.6,179.28
406.08,902.4,1229.52,1368.64,2030.4,189.88
427.825,894.9,1000.875,1522.9,2276.5,192.325
377.195,737.81,1380.285,1459.04,2445.55,225.9025
402.3,786.72,1367.82,1770.12,2235,270.435
459.55,882.7,1624.35,1747.2,1933.75,259.35
405.06,913.74,1681.47,1978.2,2731.8,263.76
418.39,1002.19,1765.995,2276.82,2675.75,260.2775
464.31,1088.08,1463.28,2176.16,2415.35,232.155
402.6,1052.25,1221.525,2177.7,2356.125,233.325
483.105,921.06,1327.41,1860.18,2325.225,257.355
478.29,1019.16,1555.56,1770.12,2078.55,239.145
414.54,802.62,1534.68,1499.4,2646,222.705
526.06,807.23,1414.92,1995.4,2698.325,192.7375
479.665,939.55,1260.975,2057.12,2398.325,289.2825
515.55,1139.12,1664.49,1885.44,2626.85,245.5
496.225,863,1462.785,1708.74,2394.825,241.64
337.48,859.04,1069.965,1610.7,2166.775,210.925
297.13,801.56,932.85,1464.92,1848.425,190.025
324.45,680.4,822.15,1512,1480.5,155.925
313.2,684.4,817.8,1194.8,1450,146.45
258.98,506.7,785.385,1261.12,1646.775,159.0475
331.695,623.7,850.5,1156.68,1573.425,148.8375
337.87,675.74,977.73,1124.24,1435.2,165.945
348.6,577.68,916.32,1168.64,1477.4,149.4
383.52,857.28,1263.36,1323.52,2218.4,159.8
357.175,800.7,1083.3,1570,1982.125,206.0625
381.34,862.16,1255.935,1492.2,1989.6,192.7425
482.76,1028.1,1247.13,1788,2525.55,230.205
418.6,809.9,1242.15,1619.8,2752.75,204.75
555.78,1073.88,1639.08,2128.92,2731.8,263.76
588.665,963.27,1488.69,1654.1,2724.4,235.9525
417.41,1022.42,1392.93,1876,2602.95,208.705
516.975,832.65,1660.725,2086.2,2081.625,208.1625
541.8,875.91,1232.595,1824.06,1986.6,261.87
496.17,911.88,1461.69,1519.8,1966.8,205.62
485.1,793.8,1309.77,1552.32,2447.55,220.5
453.5,997.7,1537.365,1614.46,2176.8,210.8775
484.61,1078.01,1542.84,1780.2,2967,242.305
436.99,873.98,1355.16,2003.28,2258.6,235.68
496.225,1009.71,1423.95,1587.92,2071.2,258.9
379.665,897.39,1185.015,1441.96,1898.325,222.43
369.685,601.17,881.025,1603.12,2021.175,205.5725
371.7,724.5,897.75,1360.8,1764,174.825
278.4,696,1009.2,1171.6,1334,158.05
318.095,675.6,869.835,1002.14,1196.375,132.305
257.985,652.05,782.46,1168.02,1502.55,158.76
334.88,711.62,789.36,1088.36,1659.45,176.41
328.68,703.84,1045.8,1261.6,1460.8,157.7
391.04,759.52,1206.96,1323.52,1710.8,223.72
376.8,934.15,1342.35,1601.4,1727,196.25
460.095,911.9,1268.37,1425.88,1844.525,207.25
420.18,929.76,1434.87,1948.92,2503.2,241.38
532.35,1001,1583.4,1947.4,2047.5,266.175
522.81,1064.46,1229.31,2147.76,2590.5,230.79
471.905,865.97,1693.02,2335.2,2821.7,289.4675
422.1,1041.18,1195.95,1819.72,2110.5,279.055
516.975,878.4,1454.85,1555.5,2447.625,224.175
392.805,812.7,1368.045,2076.9,2528.4,248.325
496.17,867.18,1568.97,1591.32,2346.75,257.025
480.69,1031.94,1203.93,2010.96,2535.75,262.395
426.29,861.65,1455.735,1886.56,2675.65,260.7625
445.05,1107.68,1409.325,2274.7,2917.55,279.3925
436.99,962.36,1296.24,2160.4,2602.3,240.59
435.815,923.41,1165.05,1881.34,2416.4,226.5375
429.52,736.32,1242.54,1365.26,1975.025,210.925
386.96,704.82,1223.07,1312.9,1623.85,152.02
330.75,674.1,803.25,1146.6,1338.75,146.475
345.1,649.6,852.6,1229.6,1479,172.55
292.76,557.37,988.065,1047.18,1632.7,143.565
263.655,584.01,952.56,1292.76,1275.75,160.1775
337.87,633.88,932.88,1303.64,1360.45,170.43
378.48,783.52,926.28,1128.8,1444.2,175.96
353.44,797.12,1128,1744.64,1804.8,178.6
361.1,847.8,1307.025,1711.3,2001.75,180.55
443.515,1003.09,1106.715,1856.96,2051.775,230.0475
415.71,956.58,1300.77,1698.6,2458.5,232.44
527.8,1046.5,1283.1,1710.8,2684.5,243.425
456.87,857.22,1271.7,2279.64,2284.35,280.245
544.88,1128.68,1357.335,2296.28,2286.55,272.44
539.35,844.2,1336.65,1650.88,2438.8,206.36
411.75,969.9,1194.075,1573.8,2447.625,247.05
492.135,984.27,1151.325,1751.82,2031.75,259.6125
415.71,867.18,1501.92,2020.44,2547.9,263.73
476.28,917.28,1574.37,1605.24,2205,213.885
385.475,970.49,1605.39,1741.44,2312.85,215.4125
430.215,1058.23,1453.83,2235.14,2398.325,267.03
574.47,873.98,1310.97,2376.44,2209.5,260.23
440.13,845.74,1333.335,1518.88,1833.875,243.7975
460.2,774.67,1334.58,1395.94,1975.025,189.8325
355.865,642.63,1243.8,1243.8,2090.275,205.5725
274.05,579.6,1124.55,1071,1890,162.225
278.4,678.6,809.1,1136.8,1754.5,158.05
281.5,658.71,734.715,1238.6,1632.7,153.4175
309.015,618.03,773.955,1349.46,1360.8,164.43
287.04,538.2,968.76,1028.56,1480.05,139.035
388.44,564.4,1145.4,1142.08,1560.4,146.08
342.16,767.04,1364.88,1338.56,1786,188
443.525,785,1095.075,1570,1785.875,223.725
364.76,729.52,1280.805,1856.96,1948.15,180.3075
397.83,920.82,1434.87,1734.36,1922.1,212.325
500.5,855.4,1283.1,1747.2,2684.5,261.625
565.2,989.1,1328.22,1657.92,2237.25,268.47
525.42,1128.68,1561.665,1770.86,2943.325,245.6825
544.04,1134.98,1266.3,2232.44,2040.15,201.67
549,979.05,1303.875,1793.4,2013,276.7875
446.985,1047.48,1368.045,1914.36,2618.7,218.9775
509.58,1063.86,1461.69,1716.48,2145.6,207.855
441,943.74,1177.47,1887.48,2403.45,207.27
507.92,1033.98,1360.5,2176.8,2018.075,231.285
578.565,969.22,1260.975,2017.56,2793.925,229.9425
461.54,1011.46,1590.84,1865.8,2209.5,277.415
474.65,837.11,1566.345,1587.92,2265.375,211.435
456.365,882.05,1300.065,1718.08,1840.8,214.76
324.77,836.11,881.025,1630.76,1969.35,158.93
362.25,636.3,822.15,1449,1622.25,157.5
316.1,667,852.6,1113.6,1624,172.55
315.28,546.11,827.61,1024.66,1379.35,168.9
277.83,640.71,731.43,1360.8,1715.175,128.9925
313.95,717.6,861.12,1267.76,1300.65,156.975
375.16,670.64,1055.76,1181.92,1842.6,184.26
394.8,774.56,1331.04,1729.6,2199.6,172.96
372.875,871.35,1106.85,1727,2158.75,170.7375
406.21,862.16,1255.935,1591.68,2010.325,186.525
527.46,858.24,1448.28,1877.4,2145.6,252.555
391.3,982.8,1487.85,1892.8,2684.5,227.5
456.87,810.12,1427.13,1884,2802.45,240.21
491.365,1089.76,1649.235,2218.44,2456.825,287.035
431.48,1031.8,1463.28,2026.08,2579.5,279.055
430.05,960.75,1372.5,2049.6,2379,201.3
478.59,957.18,1489.95,1914.36,2370.375,273.1575
424.65,768.84,1273.95,2038.32,2078.55,205.62
463.05,917.28,1402.38,2046.24,2271.15,213.885
453.5,997.7,1306.08,2194.94,1950.05,213.145
435.16,1097.79,1275.81,1958.22,2398.325,212.635
584.29,1099.84,1355.16,2022.92,2086.75,240.59
509.17,932.04,1423.95,1864.08,2028.05,200.6475
379.665,797.68,1185.015,1610.7,2301,220.5125
397.325,822.29,1046.865,1174.7,1485.65,172.75
270.9,585.9,945,1121.4,1417.5,166.95
246.5,655.4,1035.3,1380.4,1421,175.45
250.535,512.33,802.275,1272.38,1337.125,130.8975
249.48,493.29,969.57,1247.4,1474.2,157.3425
257.14,639.86,1004.64,1184.04,1614.6,145.015
312.08,584.32,926.28,1527.2,1643.4,159.36
417.36,774.56,1003.92,1744.64,2105.6,182.36
345.4,894.9,1177.5,1413,2060.625,211.95
431.08,870.45,1218.63,1425.88,1803.075,213.4675
482.76,1081.74,1555.56,1966.8,2436.15,263.73
445.9,1092,1378.65,1983.8,2707.25,266.175
513.39,1017.36,1384.74,1940.52,2802.45,219.015
574.07,934.08,1751.4,2004.38,2310.875,277.305
422.1,1050.56,1547.7,1951.04,2016.7,236.845
539.85,915,1221.525,1921.5,2264.625,251.625
523.74,812.7,1368.045,1715.7,1918.875,248.325
388.89,1054.92,1287.36,1770.12,1966.8,223.5
520.38,1014.3,1270.08,1922.76,2513.7,233.73
512.455,1079.33,1646.205,1795.86,2675.65,235.82
430.215,1038.45,1305.48,1918.66,2769.2,291.755
530.28,1001.64,1605.57,1885.44,2430.45,262.685
440.13,733.55,1294.5,1570.66,2265.375,207.12
429.52,874.38,1196.52,1426.62,2224.3,178.3275
304.04,753.19,1119.42,1437.28,1572.025,162.385
292.95,711.9,1020.6,1297.8,1354.5,187.425
298.7,597.4,948.3,1171.6,1638.5,149.35
287.13,534.85,895.17,1317.42,1365.275,149.195
252.315,561.33,969.57,1054.62,1658.475,120.4875
331.89,532.22,798.33,1196,1779.05,128.57
318.72,657.36,1115.52,1341.28,1859.2,197.54
376,691.84,1082.88,1278.4,2086.8,174.84
427.825,934.15,1365.9,1664.2,1746.625,170.7375
472.53,845.58,1231.065,1906.7,2217.575,180.3075
509.58,974.46,1515.33,2163.48,2123.25,245.85
459.55,773.5,1419.6,2111.2,2002,227.5
428.61,1007.94,1667.34,1714.44,2119.5,233.145
447.58,1031.38,1765.995,1673.56,2846.025,267.575
440.86,1125.6,1378.86,1988.56,2298.1,262.64
457.5,969.9,1537.2,1830,2241.75,237.9
401.835,803.67,1368.045,2094.96,2550.975,241.5525
393.36,849.3,1180.08,1752.24,2011.5,194.445
432.18,1031.94,1177.47,1587.6,2006.55,253.575
530.595,970.49,1265.265,1705.16,2698.325,269.8325
430.215,1028.56,1735.695,2215.36,2151.075,281.865
466.45,1168.58,1443.54,2140.76,2725.05,218.495
388.35,1018.34,1100.325,2019.42,2006.475,204.9625
410.345,751.66,1277.055,1380.6,2243.475,174.4925
293.675,753.19,1171.245,1589.3,2090.275,190.025
362.25,674.1,1048.95,1197,1433.25,190.575
246.5,632.2,1026.6,1136.8,1334,171.1
315.28,624.93,895.17,1148.52,1393.425,135.12
294.84,640.71,961.065,1031.94,1304.1,160.1775
322.92,651.82,816.27,1040.52,1285.7,139.035
355.24,703.84,1115.52,1593.6,1776.2,180.94
428.64,714.4,1150.56,1624.32,2105.6,219.96
392.5,706.5,1106.85,1381.6,1727,178.5875
480.82,978.22,1280.805,1641.42,1885.975,227.975
531.93,938.7,1622.61,1788,2570.25,234.675
486.85,900.9,1583.4,1820,2457,229.775
419.19,1026.78,1370.61,2204.28,2095.95,251.985
481.635,1070.3,1342.74,1809.78,2213.575,216.4925
464.31,862.96,1702.47,2232.44,2696.75,234.5
549,933.3,1441.125,2141.1,2447.625,226.4625
465.045,975.24,1259.685,1535.1,2618.7,268.6425
397.83,849.3,1153.26,1877.4,2547.9,223.5
485.1,952.56,1561.14,2081.52,2668.05,220.5
494.315,789.09,1170.03,1977.26,1972.725,231.285
504.39,1186.8,1720.86,1958.22,2695.025,242.305
549.92,1119.48,1325.7,1689.04,2626.85,216.04
401.295,914.78,1501.62,1984.9,2524.275,198.49
437.19,651.95,1023.945,1856.14,2109.25,226.265
345.5,670.27,1015.77,1451.1,1589.3,171.0225
315,611.1,1058.4,1272.6,1764,171.675
348,516.2,835.2,1102,1580.5,123.25
289.945,489.81,802.275,990.88,1506.025,149.195
255.15,623.7,961.065,1372.14,1219.05,154.5075
281.06,651.82,897,1136.2,1764.1,180.895
355.24,717.12,1205.16,1142.08,1494,194.22
451.2,661.76,1206.96,1308.48,1616.8,191.76
372.875,902.75,1153.95,1884,1923.25,204.1
439.37,895.32,1405.155,1691.16,2010.325,248.7
482.76,974.46,1582.38,2002.56,2436.15,205.62
414.05,1055.6,1351.35,1801.8,2070.25,216.125
565.2,1017.36,1427.13,2034.72,2826,249.63
569.205,856.24,1415.715,1731.94,2797.375,243.25
511.21,956.76,1561.77,2063.6,2204.3,225.12
443.775,942.45,1303.875,1738.5,2173.125,208.1625
406.35,821.73,1178.415,1589.28,2618.7,259.6125
460.41,902.94,1434.87,1734.36,2570.25,227.97
414.54,1031.94,1402.38,1534.68,1940.4,251.37
444.43,798.16,1591.785,1668.88,2222.15,224.4825
558.785,1078.01,1364.82,2136.24,2299.425,239.8325
451.72,903.44,1355.16,2337.16,2921.45,260.23
440.13,768.07,1514.565,1812.3,2200.65,198.49
345.15,774.67,1150.5,1411.28,2262.65,166.8225
390.415,760.1,1129.785,1326.72,1572.025,209.0275
346.5,756,878.85,1461.6,1386,148.05
350.9,551,1044,1206.4,1580.5,174
258.98,613.67,734.715,1171.04,1435.65,150.6025
260.82,669.06,876.015,1145.34,1360.8,167.265
301.99,544.18,1049.49,1351.48,1599.65,156.975
385.12,783.52,1195.2,1420.96,1709.8,144.42
406.08,782.08,1071.6,1759.68,2049.2,186.12
357.175,855.65,1095.075,1554.3,1982.125,229.6125
464.24,787.55,1293.24,1541.94,2404.1,182.38
478.29,867.18,1582.38,1966.8,2078.55,268.2
505.05,800.8,1474.2,2184,2093,257.075
551.07,932.58,1610.82,1978.2,2355,209.595
578.935,895.16,1722.21,2121.14,2432.5,235.9525
436.17,1078.7,1632.12,1857.24,2274.65,260.295
521.55,1070.55,1262.7,1793.4,2424.75,224.175
501.165,1065.54,1625.4,1697.64,2257.5,200.9175
393.36,759.9,1273.95,1805.88,2704.35,212.325
379.26,1040.76,1336.23,1675.8,2535.75,189.63
448.965,1024.91,1455.735,2158.66,2267.5,215.4125
524.17,1157.13,1646.685,1780.2,2348.875,222.525
500.82,913.26,1664.49,2042.56,2725.05,294.6
461.705,742.18,1423.95,1639.7,2135.925,185.545
337.48,912.73,1311.57,1626.04,1821.625,176.41
352.41,656.45,922.485,1354.36,1917.525,202.1175
315,737.1,1039.5,1197,1512,151.2
316.1,701.8,930.9,1218,1566,175.45
304.02,551.74,979.62,1261.12,1365.275,121.045
246.645,589.68,765.45,1236.06,1346.625,171.5175
337.87,699.66,986.7,1100.32,1749.15,133.055
368.52,803.44,1185.24,1208.48,1477.4,164.34
383.52,812.16,1353.6,1353.6,1992.8,176.72
372.875,918.45,1283.475,1648.5,2276.5,198.2125
489.11,804.13,1392.72,1724.32,2383.375,244.555
469.35,1045.98,1461.69,1895.28,2592.6,270.435
468.65,973.7,1324.05,1619.8,2297.75,252.525
551.07,819.54,1441.26,1978.2,2731.8,273.18
467.04,904.89,1678.425,2257.36,2870.35,250.5475
506.52,844.2,1280.37,1969.8,2251.2,257.95
448.35,1098,1496.025,1958.1,2333.25,276.7875
465.045,812.7,1340.955,1932.42,2009.175,250.5825
540.87,920.82,1220.31,2038.32,2458.5,189.975
511.56,996.66,1177.47,1764,2601.9,238.14
512.455,979.56,1401.315,1632.6,2562.275,258.495
430.215,1117.57,1720.86,2334.04,2299.425,220.0525
446.81,1158.76,1399.35,1944.36,2307.7,287.235
384.035,776.7,1307.445,1950.38,2502.7,237.325
425.685,720.98,1081.47,1580.02,2032.55,170.6575
386.96,711.73,943.215,1658.4,1589.3,207.3
378,604.8,973.35,1234.8,1685.25,159.075
266.8,498.8,783,997.6,1290.5,162.4
309.65,501.07,776.94,1080.96,1674.925,130.8975
266.49,487.62,910.035,1213.38,1559.25,170.1
358.8,586.04,816.27,1100.32,1300.65,176.41
388.44,577.68,986.04,1235.04,1543.8,154.38
417.36,744.48,1319.76,1398.72,1917.6,186.12
404.275,879.2,1083.3,1899.7,2119.5,192.325
460.095,953.35,1318.11,1790.64,2196.85,213.4675
505.11,929.76,1341,1948.92,2279.7,248.085
527.8,791.7,1324.05,2202.2,2161.25,216.125
452.16,1064.46,1639.08,1695.6,2449.2,256.695
476.77,963.27,1415.715,2198.98,2164.925,291.9
408.03,834.82,1308.51,2026.08,2110.5,272.02
430.05,1061.4,1537.2,1793.4,2287.5,205.875
528.255,857.85,1191.96,1607.34,2641.275,266.385
482.76,840.36,1314.18,2127.72,2056.2,254.79
418.95,943.74,1270.08,2028.6,2205,196.245
489.78,852.58,1197.24,1832.14,2630.3,242.6225
454.94,1097.79,1646.685,2393.38,2868.1,247.25
564.65,1168.58,1517.19,2022.92,2823.25,265.14
422.87,1035.6,1449.84,1881.34,2006.475,198.49
437.19,682.63,1115.985,1794.78,1936.675,228.1825
407.69,677.18,1067.595,1672.22,1589.3,162.385
267.75,762.3,1105.65,1398.6,1590.75,154.35
342.2,516.2,983.1,1264.4,1696.5,149.35
256.165,484.18,920.505,1294.9,1407.5,159.0475
309.015,555.66,952.56,1360.8,1346.625,168.6825
346.84,633.88,1049.49,1423.24,1405.3,140.53
361.88,571.04,1125.48,1248.32,1709.8,151.06
383.52,834.72,1274.64,1669.44,1786,184.24
361.1,737.9,1036.2,1601.4,1707.375,190.3625
368.905,920.19,1280.805,1740.9,1823.8,246.6275
406.77,768.84,1448.28,1805.88,1966.8,257.025
486.85,982.8,1638,1911,2002,250.25
555.78,1130.4,1596.69,1695.6,2472.75,277.89
476.77,827.05,1590.855,2296.28,2505.475,238.385
473.69,975.52,1308.51,1594.6,2157.4,264.985
544.425,832.65,1262.7,2086.2,2516.25,274.5
528.255,957.18,1368.045,2185.26,1964.025,232.5225
424.65,1072.8,1475.1,2145.6,2279.7,216.795
529.2,837.9,1561.14,1569.96,2050.65,200.655
503.385,988.63,1346.895,1741.44,2018.075,235.82
430.215,880.21,1453.83,2373.6,2249.975,249.7225
505.73,942.72,1664.49,2042.56,2356.8,282.325
384.035,940.67,1113.27,1587.92,2308.525,233.01
452.53,697.97,1196.52,1380.6,2301,180.245
321.315,753.19,1233.435,1202.34,2055.725,207.3
308.7,585.9,812.7,1323,1559.25,133.875
336.4,649.6,878.7,1020.8,1348.5,152.25
301.205,540.48,726.27,1114.74,1238.6,159.0475
283.5,493.29,850.5,1031.94,1417.5,161.595
304.98,639.86,977.73,1160.12,1465.1,148.005
